Ticket_no,Customer complaints,Date,Date_month_year,Time,Received via,City,State,Zip,Status,Filling on behalf of someone
367242,Deceptive Business Practices by Comcast,2015-06-25,25 June 2015,22:41:05,Internet,Somerset,New Jersey,8873,Open,No
336340,comcast,2015-12-06,06 December 2015,09:47:20,Internet,Somerset,Pennsylvania,15501,Closed,No
338856,Comcast Monopoly and Abuse,2015-06-13,13 June 2015,11:06:05,Internet,Somerville,Massachusetts,2143,Solved,No
362997,Comcast Billing,2015-06-24,24 June 2015,17:46:53,Internet,Somerville,Massachusetts,2143,Closed,No
271145,Billing,2015-04-05,05 April 2015,10:50:12,Customer Care Call,Somonauk,Illinois,60552,Closed,No
266198,Comcast billing and account issues,2015-04-30,30 April 2015,12:13:25,Internet,South Bend,Indiana,46615,Closed,Yes
340067,Comcast Rate,2015-06-14,14 June 2015,17:14:15,Internet,South Bend,Indiana,46601,Solved,No
360268,Comcast Service and Customer Service,2015-06-23,23 June 2015,21:55:56,Customer Care Call,South Bend,Indiana,46637,Solved,No
364137,Comcast data cap,2015-06-25,25 June 2015,10:34:04,Internet,South Berwick,Maine,3908,Solved,No
277566,Comcast Internet Service,2015-07-05,05 July 2015,07:32:13,Customer Care Call,South Hadley,Massachusetts,1075,Solved,No
325430,FCC.gov website for complaints,2015-05-06,06 May 2015,14:00:48,Customer Care Call,South Hadley,Massachusetts,1075,Closed,No
308301,Comcast Billing Complaint,2015-05-26,26 May 2015,19:59:11,Customer Care Call,South Haven,Michigan,49090,Open,No
254669,Denial of service,2015-04-24,24 April 2015,09:49:00,Internet,South Lyon,Michigan,48178,Closed,No
258986,Internet Help @  South Lyon MI 48178,2015-04-27,27 April 2015,13:28:24,Customer Care Call,South Lyon,Michigan,48178,Closed,No
259001,Internet help @  South Lyon MI 48178,2015-04-27,27 April 2015,13:35:11,Customer Care Call,South Lyon,Michigan,48178,Closed,No
256720,very low wireless speed not working well,2015-04-25,25 April 2015,10:32:11,Internet,South River,New Jersey,8882,Closed,No
309812,internet service from comcast,2015-05-27,27 May 2015,16:07:27,Internet,Southampton,Pennsylvania,18966,Solved,No
293693,Comcast,2015-05-16,16 May 2015,20:17:04,Customer Care Call,Southaven,Mississippi,38672,Open,No
346868,Data Usage Cap,2015-06-17,17 June 2015,18:12:02,Internet,Southaven,Mississippi,38672,Open,No
350181,Charged for data not actually used,2015-06-18,18 June 2015,17:39:28,Customer Care Call,Southaven,Mississippi,38671,Open,No
350184,Charged for data not actually used,2015-06-18,18 June 2015,17:39:57,Customer Care Call,Southaven,Mississippi,38671,Closed,No
362544,Data overage charges,2015-06-24,24 June 2015,15:59:46,Internet,Southaven,Mississippi,38671,Solved,No
339614,Poor internet,2015-06-13,13 June 2015,22:37:11,Customer Care Call,Southfield,Michigan,48034,Open,No
375943,Speed,2015-06-30,30 June 2015,19:11:06,Internet,Southfield,Michigan,48076,Open,No
261499,billing issues,2015-04-28,28 April 2015,13:31:05,Customer Care Call,Spokane,Washington,99205,Closed,No
270680,Fraudulent billing erroneous billing overbilling,2015-03-05,05 March 2015,16:10:46,Customer Care Call,Spokane,Washington,99201,Closed,No
361098,xfinity customer service,2015-06-24,24 June 2015,09:57:42,Internet,Spokane,Washington,99208,Solved,No
363813,Internet price,2015-06-25,25 June 2015,04:40:33,Customer Care Call,Spokane,Washington,99223,Solved,No
218518,Comcast throttling my high-speed internet,2015-05-04,04 May 2015,15:24:23,Customer Care Call,Spokane Valley,Washington,99216,Closed,No
375809,Slow internet / Over Charged Billing,2015-06-30,30 June 2015,18:26:09,Internet,Spokane Valley,Washington,99212,Open,Yes
314752,No internet available since a comcast techinitian did an intervention to change plans,2015-05-30,30 May 2015,08:00:45,Internet,Spring,Texas,77382,Solved,No
352940,Comcast Xfinity Monopoly Abuses,2015-06-19,19 June 2015,18:35:52,Internet,Spring,Texas,77389,Open,No
359794,Comcast Billing Support and Practices,2015-06-23,23 June 2015,18:56:46,Internet,Spring,Texas,77388,Solved,No
364963,Extremely Poor Customer Service,2015-06-25,25 June 2015,13:10:31,Internet,Spring,Texas,77373,Solved,Yes
316650,Interrnet Service,2015-01-06,06 January 2015,12:41:14,Customer Care Call,Spring City,Pennsylvania,19475,Closed,No
244218,Comcast,2015-04-20,20 April 2015,10:19:31,Customer Care Call,Spring Lake,Michigan,49456,Closed,No
256691,Comcast Cable and Internet,2015-04-25,25 April 2015,09:56:34,Internet,Spring Lake,North Carolina,28390,Closed,No
218124,Comcast,2015-04-04,04 April 2015,19:06:05,Customer Care Call,Springfield,Illinois,62704,Closed,No
259189,Comcast,2015-04-27,27 April 2015,14:26:26,Customer Care Call,Springfield,Illinois,62712,Closed,No
283536,Comcast accourt,2015-11-05,05 November 2015,13:39:44,Internet,Springfield,Illinois,62703,Solved,No
318436,availabilty,2015-02-06,06 February 2015,11:04:13,Internet,Springfield,Illinois,62711,Closed,No
338859,Comcast Internet Services,2015-06-13,13 June 2015,11:08:27,Internet,Springfield,Illinois,62703,Solved,No
358498,Unfair billing practices by Comcast Xfinity,2015-06-23,23 June 2015,14:00:31,Internet,Springfield,Illinois,62704,Solved,No
364896,Unfair Billing Practices,2015-06-25,25 June 2015,13:05:19,Internet,Springfield,Illinois,62701,Solved,No
371472,Incorrect Billing of NON-RENTED Equipment,2015-06-29,29 June 2015,06:21:41,Customer Care Call,Springfield,Illinois,62704,Solved,No
242481,paying for hi speed internet 105 mbps,2015-04-17,17 April 2015,21:02:05,Customer Care Call,Springfield,Massachusetts,1128,Closed,No
350035,Comcast Internet being charged full price for partial service,2015-06-18,18 June 2015,16:50:42,Internet,Springfield,Oregon,97478,Solved,No
363649,Poor Quality Service and Broken Promises,2015-06-24,24 June 2015,22:54:37,Customer Care Call,Springfield,Oregon,97477,Pending,No
218097,Monthly Rate Confusion & Poor Customer Support,2015-04-04,04 April 2015,18:20:50,Internet,St Augustine,Florida,32080,Closed,No
326114,billing complaint - Comcast digital phone/internet service,2015-05-06,06 May 2015,18:03:30,Customer Care Call,St Augustine,Florida,32086,Solved,No
357733,Comcast (Xfinity) Internet Service,2015-06-23,23 June 2015,10:52:14,Internet,St Augustine,Florida,32084,Solved,No
340158,Cant cancel internet on Sundays?,2015-06-14,14 June 2015,19:33:20,Customer Care Call,St Cloud,Florida,34772,Solved,No
361572,Internet Speeds,2015-06-24,24 June 2015,12:10:30,Customer Care Call,St Johns,Florida,32259,Solved,No
313370,Comcast - HBO - PS3,2015-05-29,29 May 2015,12:44:16,Internet,St Paul,Minnesota,55104,Pending,No
369429,Over Charged for Service Never Received,2015-06-26,26 June 2015,21:52:17,Customer Care Call,St. Augustine,Florida,32080,Solved,No
262108,Comcast,2015-04-28,28 April 2015,16:03:22,Customer Care Call,St. Paul,Minnesota,55108,Closed,No
320534,Billing Issues,2015-03-06,06 March 2015,10:55:17,Internet,St. Paul,Minnesota,55116,Closed,No
362731,Internet speeds not as advertised. Bandwith not available as advertised,2015-06-24,24 June 2015,16:38:27,Customer Care Call,St. Paul,Minnesota,55116,Solved,No
376190,Comcast Xfinity Deceptive Billing Practices,2015-06-30,30 June 2015,21:33:20,Customer Care Call,St. Paul,Minnesota,55116,Closed,No
329610,Xfiniti account,2015-08-06,06 August 2015,21:33:54,Customer Care Call,Steamboat Springs,Colorado,80477,Solved,No
297456,Excessive early termination fees due immediately after 10+ years of service,2015-05-19,19 May 2015,15:45:08,Internet,Stephens City,Virginia,22655,Solved,No
247328,Comcast Complaint,2015-04-21,21 April 2015,13:17:54,Internet,Sterling,Illinois,61081,Closed,Yes
372295,Comcast Forcing me to purchase cable tv only want internet,2015-06-29,29 June 2015,13:36:41,Customer Care Call,Sterling,Illinois,61081,Solved,No
262192,installed on 4/26 still not working,2015-04-28,28 April 2015,16:27:34,Customer Care Call,Sterling,Virginia,20166,Closed,No
322413,Comcast / Xfinity Billing Issue,2015-03-06,06 March 2015,22:29:02,Internet,Sterling Heights,Michigan,48312,Solved,No
369649,Xfinity security system,2015-06-27,27 June 2015,08:28:16,Internet,Sterling Heights,Michigan,48310,Solved,No
361383,Billing Overcharging Issues By Comcast,2015-06-24,24 June 2015,11:14:43,Internet,Sterling Hts,Michigan,48310,Pending,No
359099,Internet Speed Cut in Half with no Notification,2015-06-23,23 June 2015,15:55:31,Internet,Stevensville,Michigan,49127,Pending,No
337660,internet access,2015-12-06,06 December 2015,16:23:28,Customer Care Call,Stillwater,Minnesota,55082,Pending,No
327569,Data Caps,2015-07-06,06 July 2015,18:09:44,Internet,Stockbridge,Georgia,30281,Solved,No
362576,Comcast Data Cap,2015-06-24,24 June 2015,16:04:24,Customer Care Call,Stockbridge,Georgia,30281,Pending,No
236066,Complaint#67455,2015-04-14,14 April 2015,21:38:30,Customer Care Call,Stockton,California,95219,Closed,No
319877,Bad interner speeds and access,2015-02-06,06 February 2015,19:54:40,Customer Care Call,Stockton,California,95062,Closed,Yes
360748,Billing practices,2015-06-24,24 June 2015,02:11:24,Internet,Stockton,California,95219,Closed,No
368078,Fraud,2015-06-26,26 June 2015,12:47:29,Customer Care Call,Stockton,California,95202,Open,No
211784,billing,2015-01-04,04 January 2015,12:32:23,Customer Care Call,Stone Mountain,Georgia,30083,Closed,No
220145,No email service from Comcast,2015-06-04,04 June 2015,17:02:34,Internet,Stone Mountain,Georgia,30087,Closed,No
223729,Service Quality,2015-08-04,04 August 2015,11:54:56,Customer Care Call,Stone Mountain,Georgia,30088,Closed,No
336079,No internet service,2015-11-06,06 November 2015,22:35:03,Internet,Stone Mountain Ga,Georgia,30087,Solved,No
218840,COMPLAINT ABOUT COMCAST/XFinity,2015-06-04,04 June 2015,09:02:43,Customer Care Call,Stoughton,Massachusetts,2072,Closed,No
372154,Comcast- Unfair Pricing,2015-06-29,29 June 2015,12:55:22,Customer Care Call,Streamwood,Illinois,60107,Open,No
333465,high speed internet access,2015-10-06,06 October 2015,17:32:37,Customer Care Call,Stuart,Florida,24996,Closed,No
344690,Internet being throttled,2015-06-16,16 June 2015,22:58:37,Internet,Sugar Land,Texas,77479,Open,No
308769,no internet service for more than 20 days,2015-05-27,27 May 2015,09:46:33,Internet,Sugarland,Texas,77479,Solved,No
303597,Paying for service for 12 months without recieving the service,2015-05-22,22 May 2015,14:31:20,Customer Care Call,Suisun City,California,94585,Solved,No
233471,Internet Outage,2015-04-13,13 April 2015,20:19:14,Internet,Suitland,Maryland,20746,Closed,No
356742,Comcast data cap,2015-06-22,22 June 2015,17:43:44,Internet,Sullivan's Island,South Carolina,29482,Solved,No
361903,Continuous Internet problems.,2015-06-24,24 June 2015,13:22:57,Customer Care Call,Summerfield,Florida,34491,Solved,No
255037,Billing - Comcast,2015-04-24,24 April 2015,12:22:26,Internet,Sunnyvale,California,94087,Closed,No
272394,Comcast refusing to fix connectivity issues,2015-04-05,05 April 2015,17:22:20,Customer Care Call,Sunnyvale,California,94087,Solved,No
308850,Comcast charged me higher than quoted on the phone,2015-05-27,27 May 2015,10:43:01,Internet,Sunnyvale,California,94089,Solved,No
331848,Misleading and deceptive sale of Internet service,2015-09-06,06 September 2015,22:59:40,Customer Care Call,Sunnyvale,California,94086,Solved,No
307472,Comcast Refund and discontinue Service billing,2015-05-26,26 May 2015,14:28:50,Customer Care Call,Sunrise,Florida,33351,Open,No
242577,Comcast service and pricing,2015-04-17,17 April 2015,23:08:08,Internet,Suquamish,Washington,98392,Closed,No
265823,Billed for services not ordered or recieved,2015-04-30,30 April 2015,09:47:27,Customer Care Call,Surf City,New Jersey,8008,Closed,No
213518,Xfinity/Comcast throttles bandwidth way below contract level,2015-02-04,04 February 2015,08:29:01,Customer Care Call,Suwanee,Georgia,30024,Closed,No
344883,Comcast Data Usage Limit in Atlanta,2015-06-17,17 June 2015,09:54:55,Customer Care Call,Suwanee,Georgia,30024,Solved,No
369563,comcast data caps,2015-06-27,27 June 2015,00:33:29,Internet,Suwanee,Georgia,30038,Pending,No
290085,COMCAST INTERNET,2015-05-14,14 May 2015,14:32:01,Customer Care Call,Swedesboro,New Jersey,8085,Solved,No
345639,Recent fines to AT&T and possibly...,2015-06-17,17 June 2015,13:23:44,Internet,Swoyersville,Pennsylvania,18704,Open,No
358840,Predatory Monopolistic Pricing,2015-06-23,23 June 2015,15:07:40,Customer Care Call,Sykesville,Maryland,21784,Solved,No
363603,Outrageous Comcast charges,2015-06-24,24 June 2015,22:22:12,Internet,Sykesville,Maryland,21784,Solved,No
371208,Price fixing and monopolistic behaivor,2015-06-28,28 June 2015,18:33:01,Customer Care Call,Sykesville,Maryland,21784,Solved,No
258152,Customer service,2015-04-27,27 April 2015,07:00:03,Internet,Tabernacle,New Jersey,8088,Closed,No
326331,bills/identity,2015-05-06,06 May 2015,20:44:55,Customer Care Call,Tacoma,Washington,98405,Solved,No
362484,I pay for 50 mbps get 10 at best,2015-06-24,24 June 2015,15:49:24,Customer Care Call,Tacoma,Washington,98422,Open,No
369894,Poor service from Xfinity,2015-06-27,27 June 2015,12:21:07,Customer Care Call,Tacoma,Washington,98445,Solved,Yes
221876,Comcast Practices/ billing,2015-07-04,04 July 2015,14:17:17,Internet,Tallahassee,Florida,32317,Closed,No
233356,Comcast cable,2015-04-13,13 April 2015,19:20:05,Internet,Tallahassee,Florida,32317,Closed,No
261206,Complaint regarding Comcast,2015-04-28,28 April 2015,12:15:08,Customer Care Call,Tallahassee,Florida,32317,Closed,No
279834,Intermittent internet,2015-08-05,05 August 2015,10:50:03,Customer Care Call,Tallahassee,Florida,32303,Closed,No
304971,unreliable connection,2015-05-23,23 May 2015,17:15:49,Internet,Tallahassee,Florida,32308,Solved,Yes
304972,unreliable connection,2015-05-23,23 May 2015,17:15:51,Customer Care Call,Tallahassee,Florida,32308,Closed,Yes
325610,Comcast is awful,2015-05-06,06 May 2015,14:50:45,Customer Care Call,Tallahassee,Florida,32303,Solved,Yes
361123,Comcast Billing,2015-06-24,24 June 2015,10:05:42,Internet,Tallahassee,Florida,32311,Solved,Yes
361389,Tallahassee Comcast rates high without competition,2015-06-24,24 June 2015,11:15:55,Internet,Tallahassee,Florida,32312,Solved,No
362352,60 day delay in cancelling service agreement,2015-06-24,24 June 2015,15:18:29,Customer Care Call,Tallahassee,Florida,32308,Solved,No
366673,Unfair Billing Practices,2015-06-25,25 June 2015,18:09:01,Internet,Tallahassee,Florida,32303,Solved,No
368496,Internet Speed,2015-06-26,26 June 2015,14:56:36,Internet,Tallahassee,Florida,32304,Solved,No
310791,Comcast Internet Issue,2015-05-28,28 May 2015,07:32:55,Internet,Tamarac,Florida,33321,Solved,No
246156,Xfinity Issues,2015-04-20,20 April 2015,22:28:38,Internet,Taylorsville,Utah,84123,Closed,No
344114,Back to back bill,2015-06-16,16 June 2015,17:33:34,Customer Care Call,Taylorsville,Utah,84129,Solved,No
267864,loss of signal SEVERAL times a day VERY slow connectivity very often Several issues with television also not just internet,2015-01-05,05 January 2015,02:40:47,Customer Care Call,Tenino,Washington,98589,Closed,No
346171,Poor service/paying for unusable services,2015-06-17,17 June 2015,15:23:40,Internet,Tewksbury,Alabama,1876,Solved,Yes
257261,Scam concerning Ham License register book.,2015-04-25,25 April 2015,18:24:50,Customer Care Call,Texas City,Texas,77590,Closed,No
360561,Comcast bill doubled without notice,2015-06-23,23 June 2015,23:48:31,Customer Care Call,The Woodlands,Texas,77380,Open,No
331448,Comcast Complaint,2015-09-06,06 September 2015,19:13:21,Customer Care Call,Thornton,Colorado,80229,Closed,No
258344,Comcast bars HBOGo from streaming to purchased device of my choosing PS4,2015-04-27,27 April 2015,10:28:11,Customer Care Call,Three Rivers,Michigan,49093,Closed,No
283584,internet services,2015-11-05,05 November 2015,13:53:04,Customer Care Call,Tiburon,California,94920,Closed,No
220830,Comcast charges in violation of contract,2015-06-04,04 June 2015,23:17:15,Customer Care Call,Tigard,Oregon,97223,Closed,No
374193,Someone at Comcast added services without me knowing,2015-06-30,30 June 2015,10:47:43,Internet,Tomball,Texas,77375,Solved,No
235976,Comcast won't pay me my refund,2015-04-14,14 April 2015,20:55:51,Internet,Toney,Alabama,35773,Closed,No
342712,Data caps for broadband internet,2015-06-16,16 June 2015,10:07:01,Internet,Topsham,Maine,4086,Open,Yes
318166,Comcast had said I had a credit but then issued a regular bill,2015-02-06,06 February 2015,03:29:26,Customer Care Call,Tracy,California,95376,Solved,Yes
256900,Comcast,2015-04-25,25 April 2015,12:59:55,Internet,Trenton,New Jersey,8608,Closed,No
252485,why am I paying for this ?,2015-04-23,23 April 2015,13:29:05,Customer Care Call,Triangle,Virginia,22172,Closed,No
375640,Comcast service complaint,2015-06-30,30 June 2015,17:26:53,Internet,Troy,Michigan,48083,Pending,No
332583,Complaint about Comcast,2015-10-06,06 October 2015,12:39:27,Internet,Tualatin,Oregon,97062,Solved,No
